seriesid,aod,rssdid,submissionts,key,value
FRY9C,20230131,1234567,1770609249,BHCAP841,624839
FRY9C,20230131,1234567,1770609249,BHCK1778,54709
FRY9C,20230131,1234567,1770609249,BHCKF557,496836
FRY9C,20230131,1234567,1770609249,BHCKS592,548902
FRY9C,20230131,1234567,1770609249,BHCK8703,968034
FRY9C,20230131,1234567,1770609249,BHCKC247,337700
FRY9C,20230131,1234567,1770609249,TEXT8564,329295
FRY9C,20230131,1234567,1770609249,BHDM5368,212799
FRY9C,20230131,1234567,1770609249,BHCK4217,556852
FRY9C,20230131,1234567,1770609249,BHCKHJ96,252977
FRY9C,20230131,1234567,1770609249,BHCKS610,569182
FRY9C,20230131,1234567,1770609249,BHCKJ456,277707
FRY9C,20230131,1234567,1770609249,BHCKKX60,439303
FRY9C,20230131,1234567,1770609249,BHCKG316,766606
FRY9C,20230131,1234567,1770609249,BHCKJH90,167952
FRY9C,20230131,1234567,1770609249,BHCKL191,612708
FRY9C,20230131,1234567,1770609249,BHFN6636,605578
FRY9C,20230131,1234567,1770609249,TEXTB054,920898
FRY9C,20230131,1234567,1770609249,BHCKS498,559956
FRY9C,20230131,1234567,1770609249,BHCKG357,144414
FRY9C,20230131,1234567,1770609249,BHCKG561,201835
FRY9C,20230131,1234567,1770609249,BHDMK105,625007
FRY9C,20230131,1234567,1770609249,BHCK4135,22567
FRY9C,20230131,1234567,1770609249,BHCKC250,612663
FRY9C,20230131,1234567,1770609249,BHCKS400,941861
FRY9C,20230131,1234567,1770609249,BHCKHK00,551545
FRY9C,20230131,1234567,1770609249,BHCKG386,352231
FRY9C,20230131,1234567,1770609249,BHCKB749,716436
FRY9C,20230131,1234567,1770609249,BHCK5460,757748
FRY9C,20230131,1234567,1770609249,BHCKC886,481299
FRY9C,20230131,1234567,1770609249,BHCK8702,924794
FRY9C,20230131,1234567,1770609249,BHCKS597,874281
FRY9C,20230131,1234567,1770609249,TEXTB048,705865
FRY9C,20230131,1234567,1770609249,BHCKK126,364355
FRY9C,20230131,1234567,1770609249,BHCK2160,273239
FRY9C,20230131,1234567,1770609249,BHCK4065,989072
FRY9C,20230131,1234567,1770609249,BHCKB730,290016
FRY9C,20230131,1234567,1770609249,BHCK3190,366900
FRY9C,20230131,1234567,1770609249,BHCKB989,221356
FRY9C,20230131,1234567,1770609249,BHCKH196,584714
FRY9C,20230131,1234567,1770609249,BHODJ474,274339
FRY9C,20230131,1234567,1770609249,BHCKJH91,28567
FRY9C,20230131,1234567,1770609249,BHBCA220,373367
FRY9C,20230131,1234567,1770609249,BHCKG564,999396
FRY9C,20230131,1234567,1770609249,BHCKJH94,970528
FRY9C,20230131,1234567,1770609249,BHCKKX59,492273
FRY9C,20230131,1234567,1770609249,BHCK6556,382731
FRY9C,20230131,1234567,1770609249,BHCKG539,239963
FRY9C,20230131,1234567,1770609249,BHCKJJ08,126786
FRY9C,20230131,1234567,1770609249,BHDMK107,538133
FRY9C,20230131,1234567,1770609249,BHCKHJ79,376961
FRY9C,20230131,1234567,1770609249,BHCKM738,170105
FRY9C,20230131,1234567,1770609249,BHCKKX48,778480
FRY9C,20230131,1234567,1770609249,BHCK3411,464264
FRY9C,20230131,1234567,1770609249,BHCK8734,509008
FRY9C,20230131,1234567,1770609249,BHCKG515,29084
FRY9C,20230131,1234567,1770609249,BHCKG098,802843
FRY9C,20230131,1234567,1770609249,BHCKK153,852323
FRY9C,20230131,1234567,1770609249,BHCKH302,69962
FRY9C,20230131,1234567,1770609249,BHCK8498,711859
FRY9C,20230131,1234567,1770609249,BHCKG480,695399
FRY9C,20230131,1234567,1770609249,BHCK4652,193204
FRY9C,20230131,1234567,1770609249,BHCKF654,274906
FRY9C,20230131,1234567,1770609249,BHCKF645,396664
FRY9C,20230131,1234567,1770609249,BHCKF552,666664
FRY9C,20230131,1234567,1770609249,BHDM1766,171828
FRY9C,20230131,1234567,1770609249,BHCKF175,51027
FRY9C,20230131,1234567,1770609249,BHCAP870,116000
FRY9C,20230131,1234567,1770609249,BHCKK137,383772
FRY9C,20230131,1234567,1770609249,BHFNA245,387268
FRY9C,20230131,1234567,1770609249,BHDMB987,786408
FRY9C,20230131,1234567,1770609249,BHCKG579,770132
FRY9C,20230131,1234567,1770609249,BHCKS624,342371
FRY9C,20230131,1234567,1770609249,BHDMK106,360705
FRY9C,20230131,1234567,1770609249,BHCKK148,18951
FRY9C,20230131,1234567,1770609249,BHCK4180,608416
FRY9C,20230131,1234567,1770609249,BHCK8741,480971
FRY9C,20230131,1234567,1770609249,BHCKC236,606116
FRY9C,20230131,1234567,1770609249,TEXT5352,87725
FRY9C,20230131,1234567,1770609249,BHCKG457,451023
FRY9C,20230131,1234567,1770609249,BHCKF689,912741
FRY9C,20230131,1234567,1770609249,BHCKS434,401823
FRY9C,20230131,1234567,1770609249,BHCK5381,496941
FRY9C,20230131,1234567,1770609249,TEXT6568,30379
FRY9C,20230131,1234567,1770609249,BHCKT047,106230
FRY9C,20230131,1234567,1770609249,BHCKD962,322587
FRY9C,20230131,1234567,1770609249,BHCK3247,868691
FRY9C,20230131,1234567,1770609249,BHCKB576,284471
FRY9C,20230131,1234567,1770609249,BHBCB491,632245
FRY9C,20230131,1234567,1770609249,BHCKS490,118179
FRY9C,20230131,1234567,1770609249,BHCKKX63,862644
FRY9C,20230131,1234567,1770609249,BHCKS546,691011
FRY9C,20230131,1234567,1770609249,BHCKH289,230589
FRY9C,20230131,1234567,1770609249,BHCKB511,587229
FRY9C,20230131,1234567,1770609249,BHCKB706,198918
FRY9C,20230131,1234567,1770609249,BHCKF644,365469
FRY9C,20230131,1234567,1770609249,BHCAP872,572933
FRY9C,20230131,1234567,1770609249,BHCKHJ82,780344
FRY9C,20230131,1234567,1770609249,BHCKC970,479495
FRY9C,20230131,1234567,1770609249,BHCK4060,500904
FRY9C,20230131,1234567,1770609249,BHDMK117,726487
FRY9C,20230131,1234567,1770609249,BHCKFT05,977635
FRY9C,20230131,1234567,1770609249,BHCAP857,224049
FRY9C,20230131,1234567,1770609249,BHCKH292,432064
FRY9C,20230131,1234567,1770609249,BHCKG455,192881
FRY9C,20230131,1234567,1770609249,BHCKF183,422379
FRY9C,20230131,1234567,1770609249,BHCKS417,875383
FRY9C,20230131,1234567,1770609249,BHCKG627,111908
FRY9C,20230131,1234567,1770609249,BHCKB776,164362
FRY9C,20230131,1234567,1770609249,BHCKH296,977384
FRY9C,20230131,1234567,1770609249,BHCKS513,454406
FRY9C,20230131,1234567,1770609249,BHCKB726,216639
FRY9C,20230131,1234567,1770609249,BHCKB039,520705
FRY9C,20230131,1234567,1770609249,BHCKG333,989000
FRY9C,20230131,1234567,1770609249,BHCKS585,987800
FRY9C,20230131,1234567,1770609249,BHCK8745,747635
FRY9C,20230131,1234567,1770609249,BHCAA224,64000
FRY9C,20230131,1234567,1770609249,BHCK3814,815949
FRY9C,20230131,1234567,1770609249,BHCKK127,590594
FRY9C,20230131,1234567,1770609249,BHCK6416,165491
FRY9C,20230131,1234567,1770609249,BHCKG213,225470
FRY9C,20230131,1234567,1770609249,BHCKG428,811994
FRY9C,20230131,1234567,1770609249,BHCKD959,317896
FRY9C,20230131,1234567,1770609249,BHCKK147,760563
FRY9C,20230131,1234567,1770609249,BHCKD997,788744
FRY9C,20230131,1234567,1770609249,TEXT8566,827868
FRY9C,20230131,1234567,1770609249,BHCK8696,400304
FRY9C,20230131,1234567,1770609249,BHCKS431,44766
FRY9C,20230131,1234567,1770609249,BHCKF180,641516
FRY9C,20230131,1234567,1770609249,BHCKF165,850597
FRY9C,20230131,1234567,1770609249,BHCK3495,773916
FRY9C,20230131,1234567,1770609249,BHCKS574,861491
FRY9C,20230131,1234567,1770609249,BHCKG510,391773
FRY9C,20230131,1234567,1770609249,BHCKC388,478400
FRY9C,20230131,1234567,1770609249,TEXTB049,81901
FRY9C,20230131,1234567,1770609249,BHCAMK76,970508
FRY9C,20230131,1234567,1770609249,BHCK8567,856919
FRY9C,20230131,1234567,1770609249,BHCKD961,486750
FRY9C,20230131,1234567,1770609249,BHCKHT89,353267
FRY9C,20230131,1234567,1770609249,BHCKC410,14638
FRY9C,20230131,1234567,1770609249,BHCAKW00,930827
FRY9C,20230131,1234567,1770609249,BHCAP839,712838
FRY9C,20230131,1234567,1770609249,BHCK3548,143021
FRY9C,20230131,1234567,1770609249,BHCKG415,917978
FRY9C,20230131,1234567,1770609249,BHCK8744,812240
FRY9C,20230131,1234567,1770609249,BHCKH277,361288
FRY9C,20230131,1234567,1770609249,BHCK3584,61276
FRY9C,20230131,1234567,1770609249,BHCKH173,638129
FRY9C,20230131,1234567,1770609249,BHCKJ459,802678
FRY9C,20230131,1234567,1770609249,BHCK8713,552308
FRY9C,20230131,1234567,1770609249,BHCKJJ24,817715
FRY9C,20230131,1234567,1770609249,BHCKHJ95,459240
FRY9C,20230131,1234567,1770609249,BHCKS495,677115
FRY9C,20230131,1234567,1770609249,BHCKS578,626914
FRY9C,20230131,1234567,1770609249,BHCKM725,148253
FRY9C,20230131,1234567,1770609249,BHCKH182,445791
FRY9C,20230131,1234567,1770609249,BHCKG322,594302
FRY9C,20230131,1234567,1770609249,BHCKK121,799869
FRY9C,20230131,1234567,1770609249,BHCAP860,574758
FRY9C,20230131,1234567,1770609249,BHCKC229,565894
FRY9C,20230131,1234567,1770609249,BHCKB858,765713
FRY9C,20230131,1234567,1770609249,BHCKS618,116870
FRY9C,20230131,1234567,1770609249,BHCKHJ86,359019
FRY9C,20230131,1234567,1770609249,BHCK8700,594076
FRY9C,20230131,1234567,1770609249,BHCKG445,602349
FRY9C,20230131,1234567,1770609249,BHCKG614,893565
FRY9C,20230131,1234567,1770609249,BHCKG512,270572
FRY9C,20230131,1234567,1770609249,BHCKHT51,846933
FRY9C,20230131,1234567,1770609249,BHCK5378,693757
FRY9C,20230131,1234567,1770609249,BHCK8497,987281
FRY9C,20230131,1234567,1770609249,BHCKS480,322954
FRY9C,20230131,1234567,1770609249,BHCKHT91,249052
FRY9C,20230131,1234567,1770609249,BHCKF684,185601
FRY9C,20230131,1234567,1770609249,BHCK2150,196714
FRY9C,20230131,1234567,1770609249,BHCKH178,949459
FRY9C,20230131,1234567,1770609249,BHCT3548,188609
FRY9C,20230131,1234567,1770609249,BHCKF647,516402
FRY9C,20230131,1234567,1770609249,BHCKC988,945336
FRY9C,20230131,1234567,1770609249,BHCKB575,795929
FRY9C,20230131,1234567,1770609249,BHCKS435,200003
FRY9C,20230131,1234567,1770609249,BHCKHT81,847186
FRY9C,20230131,1234567,1770609249,BHCKB739,499418
FRY9C,20230131,1234567,1770609249,BHCKS493,474429
FRY9C,20230131,1234567,1770609249,BHCKC161,655201
FRY9C,20230131,1234567,1770609249,BHCK4627,85352
FRY9C,20230131,1234567,1770609249,BHTXF660,773237
FRY9C,20230131,1234567,1770609249,BHCKL187,239527
FRY9C,20230131,1234567,1770609249,BHCK6550,197149
FRY9C,20230131,1234567,1770609249,BHCKHT65,561896
FRY9C,20230131,1234567,1770609249,BHCKD984,237271
FRY9C,20230131,1234567,1770609249,BHCKC389,249292
FRY9C,20230131,1234567,1770609249,TEXTB031,932231
FRY9C,20230131,1234567,1770609249,BHCKF179,538486
FRY9C,20230131,1234567,1770609249,BHCK4070,823247
FRY9C,20230131,1234567,1770609249,BHCKS489,74584
FRY9C,20230131,1234567,1770609249,BHCK8499,684267
FRY9C,20230131,1234567,1770609249,TEXTC705,529516
FRY9C,20230131,1234567,1770609249,BHCKG309,89264
FRY9C,20230131,1234567,1770609249,BHCKB539,959727
FRY9C,20230131,1234567,1770609249,BHCKS522,65579
FRY9C,20230131,1234567,1770609249,BHCKKX64,754470
FRY9C,20230131,1234567,1770609249,BHCK4483,786037
FRY9C,20230131,1234567,1770609249,BHCK4655,206005
FRY9C,20230131,1234567,1770609249,BHCKG531,455663
FRY9C,20230131,1234567,1770609249,BHCKK151,948498
FRY9C,20230131,1234567,1770609249,BHCKB538,68112
FRY9C,20230131,1234567,1770609249,BHCKB497,608352
FRY9C,20230131,1234567,1770609249,BHCKHT59,619588
FRY9C,20230131,1234567,1770609249,BHCKG621,271574
FRY9C,20230131,1234567,1770609249,BHCKS528,638108
FRY9C,20230131,1234567,1770609249,BHCKHU15,610957
FRY9C,20230131,1234567,1770609249,BHCKF164,451595
FRY9C,20230131,1234567,1770609249,BHCKK041,653191
FRY9C,20230131,1234567,1770609249,BHCKS415,163587
FRY9C,20230131,1234567,1770609249,BHCWH311,628665
FRY9C,20230131,1234567,1770609249,BHCKS515,84577
FRY9C,20230131,1234567,1770609249,BHCKG100,585579
FRY9C,20230131,1234567,1770609249,BHCKS608,625419
FRY9C,20230131,1234567,1770609249,BHCKF231,797739
FRY9C,20230131,1234567,1770609249,BHCK5391,813692
FRY9C,20230131,1234567,1770609249,BHCKM714,373668
FRY9C,20230131,1234567,1770609249,BHCKS552,699948
FRY9C,20230131,1234567,1770609249,TEXTC708,657120
FRY9C,20230131,1234567,1770609249,BHCKK278,143234
FRY9C,20230131,1234567,1770609249,BHCKG103,272951
FRY9C,20230131,1234567,1770609249,BHCKF597,378032
FRY9C,20230131,1234567,1770609249,TEXTB056,922213
FRY9C,20230131,1234567,1770609249,BHCKS599,87882
FRY9C,20230131,1234567,1770609249,BHCAKX79,633889
FRY9C,20230131,1234567,1770609249,BHCKC248,760545
FRY9C,20230131,1234567,1770609249,BHCKS558,98772
FRY9C,20230131,1234567,1770609249,BHCKG406,476985
FRY9C,20230131,1234567,1770609249,BHCKC222,19774
FRY9C,20230131,1234567,1770609249,BHCKHK03,100207
FRY9C,20230131,1234567,1770609249,BHCKKX49,469132
FRY9C,20230131,1234567,1770609249,BHCKM715,514628
FRY9C,20230131,1234567,1770609249,TEXTB046,22083
FRY9C,20230131,1234567,1770609249,BHCKK270,295396
FRY9C,20230131,1234567,1770609249,BHCKB750,338842
FRY9C,20230131,1234567,1770609249,BHCKF589,503132
FRY9C,20230131,1234567,1770609249,BHCKB556,141827
FRY9C,20230131,1234567,1770609249,BHCKK133,75075
FRY9C,20230131,1234567,1770609249,BHCKC969,110606
FRY9C,20230131,1234567,1770609249,BHCKB047,582123
FRY9C,20230131,1234567,1770609249,BHCKF554,227096
FRY9C,20230131,1234567,1770609249,BHCKF186,826083
FRY9C,20230131,1234567,1770609249,BHCKG420,493388
FRY9C,20230131,1234567,1770609249,BHCKJF77,683148
FRY9C,20230131,1234567,1770609249,BHCKK205,966166
FRY9C,20230131,1234567,1770609249,BHCKK204,909077
FRY9C,20230131,1234567,1770609249,BHCKJJ27,190161
FRY9C,20230131,1234567,1770609249,BHCKK146,741494
FRY9C,20230131,1234567,1770609249,BHCKL184,772562
FRY9C,20230131,1234567,1770609249,BHCKS518,238701
FRY9C,20230131,1234567,1770609249,TEXTB047,937330
FRY9C,20230131,1234567,1770609249,TEXT8563,44393
FRY9C,20230131,1234567,1770609249,BHCK0395,190970
FRY9C,20230131,1234567,1770609249,BHCKD979,333363
FRY9C,20230131,1234567,1770609249,RSSD9110,308136
FRY9C,20230131,1234567,1770609249,BHCKG545,206752
FRY9C,20230131,1234567,1770609249,BHCKB790,324446
FRY9C,20230131,1234567,1770609249,BHCKJJ04,181041
FRY9C,20230131,1234567,1770609249,BHCKB751,334582
FRY9C,20230131,1234567,1770609249,BHCKS397,204817
FRY9C,20230131,1234567,1770609249,BHCKF065,340714
FRY9C,20230131,1234567,1770609249,BHCK3353,92665
FRY9C,20230131,1234567,1770609249,BHCKG631,565680
FRY9C,20230131,1234567,1770609249,BHCKHJ74,3604
FRY9C,20230131,1234567,1770609249,BHCKF640,952174
FRY9C,20230131,1234567,1770609249,BHCKG365,472675
FRY9C,20230131,1234567,1770609249,BHCKHJ75,354102
FRY9C,20230131,1234567,1770609249,BHDMK114,15271
FRY9C,20230131,1234567,1770609249,BHCKK143,737717
FRY9C,20230131,1234567,1770609249,BHBC4073,681896
FRY9C,20230131,1234567,1770609249,BHCKHU23,303979
FRY9C,20230131,1234567,1770609249,BHCKG099,25961
FRY9C,20230131,1234567,1770609249,BHCKG211,711595
FRY9C,20230131,1234567,1770609249,BHCA2170,687420
FRY9C,20230131,1234567,1770609249,BHCAKX83,642719
FRY9C,20230131,1234567,1770609249,BHCKS406,708619
FRY9C,20230131,1234567,1770609249,BHCKC894,387381
FRY9C,20230131,1234567,1770609249,BHCKH177,849986
FRY9C,20230131,1234567,1770609249,BHCWP870,52263
FRY9C,20230131,1234567,1770609249,BHCKC251,155848
FRY9C,20230131,1234567,1770609249,BHCKG431,924956
FRY9C,20230131,1234567,1770609249,BHCKK038,196859
FRY9C,20230131,1234567,1770609249,BHCKG354,69640
FRY9C,20230131,1234567,1770609249,BHCKG497,329964
FRY9C,20230131,1234567,1770609249,BHCKB043,583684
FRY9C,20230131,1234567,1770609249,BHCKC700,819036
FRY9C,20230131,1234567,1770609249,BHCKH300,602602
FRY9C,20230131,1234567,1770609249,BHCKG364,536211
FRY9C,20230131,1234567,1770609249,BHCK4107,280045
FRY9C,20230131,1234567,1770609249,BHDM1797,477551
FRY9C,20230131,1234567,1770609249,BHDMK109,87600
FRY9C,20230131,1234567,1770609249,BHCKHT93,92404
FRY9C,20230131,1234567,1770609249,BHCKG368,863886
FRY9C,20230131,1234567,1770609249,BHCKHJ88,394860
FRY9C,20230131,1234567,1770609249,BHCKC219,325208
FRY9C,20230131,1234567,1770609249,BHCKG318,645033
FRY9C,20230131,1234567,1770609249,BHCKS405,599081
FRY9C,20230131,1234567,1770609249,BHTXG571,171262
FRY9C,20230131,1234567,1770609249,BHCKG371,741668
FRY9C,20230131,1234567,1770609249,BHCM3531,34164
FRY9C,20230131,1234567,1770609249,BHCAP843,91156
FRY9C,20230131,1234567,1770609249,BHCKG534,91595
FRY9C,20230131,1234567,1770609249,BHCK1771,47018
FRY9C,20230131,1234567,1770609249,BHCKF697,405573
FRY9C,20230131,1234567,1770609249,BHCK3588,770741
FRY9C,20230131,1234567,1770609249,BHCK3300,241875
FRY9C,20230131,1234567,1770609249,BHCKG605,44054
FRY9C,20230131,1234567,1770609249,BHCKS460,402133
FRY9C,20230131,1234567,1770609249,BHCKG633,589943
FRY9C,20230131,1234567,1770609249,BHCK8694,925488
FRY9C,20230131,1234567,1770609249,BHCKS512,35740
FRY9C,20230131,1234567,1770609249,BHBC4091,531600
FRY9C,20230131,1234567,1770609249,TEXTB040,350430
FRY9C,20230131,1234567,1770609249,BHDMKX57,330362
FRY9C,20230131,1234567,1770609249,BHCKK165,820653
FRY9C,20230131,1234567,1770609249,BHCKC897,193694
FRY9C,20230131,1234567,1770609249,BHCK2168,811510
FRY9C,20230131,1234567,1770609249,BHCKK125,30859
FRY9C,20230131,1234567,1770609249,BHCKHU22,99718
FRY9C,20230131,1234567,1770609249,BHCKS446,910117
FRY9C,20230131,1234567,1770609249,BHCKS437,282375
FRY9C,20230131,1234567,1770609249,BHCKS488,347497
FRY9C,20230131,1234567,1770609249,BHCK4662,134690
FRY9C,20230131,1234567,1770609249,BHCK8743,300052
FRY9C,20230131,1234567,1770609249,BHCKK030,828913
FRY9C,20230131,1234567,1770609249,RSSD9130,1518
FRY9C,20230131,1234567,1770609249,BHCKG570,176099
FRY9C,20230131,1234567,1770609249,BHCKF173,9786
FRY9C,20230131,1234567,1770609249,BHCKS441,751670
FRY9C,20230131,1234567,1770609249,BHCKG477,761751
FRY9C,20230131,1234567,1770609249,BHCKG630,570268
FRY9C,20230131,1234567,1770609249,BHCK1738,45137
FRY9C,20230131,1234567,1770609249,BHCKLE75,783128
FRY9C,20230131,1234567,1770609249,BHCAB530,590051
FRY9C,20230131,1234567,1770609249,BHCKK274,418697
FRY9C,20230131,1234567,1770609249,BHDMK119,1041
FRY9C,20230131,1234567,1770609249,BHCKS471,150061
FRY9C,20230131,1234567,1770609249,BHCKG551,272062
FRY9C,20230131,1234567,1770609249,BHCKG416,878917
FRY9C,20230131,1234567,1770609249,BHCKH297,245876
FRY9C,20230131,1234567,1770609249,BHCKM288,807963
FRY9C,20230131,1234567,1770609249,BHCKB707,864327
FRY9C,20230131,1234567,1770609249,BHCKG366,847775
FRY9C,20230131,1234567,1770609249,BHTXF659,80593
FRY9C,20230131,1234567,1770609249,BHCK0081,605414
FRY9C,20230131,1234567,1770609249,BHCK2170,50275
FRY9C,20230131,1234567,1770609249,BHTX4086,705008
FRY9C,20230131,1234567,1770609249,BHCKS622,724629
FRY9C,20230131,1234567,1770609249,BHCKJ451,557080
FRY9C,20230131,1234567,1770609249,BHCK5380,27162
FRY9C,20230131,1234567,1770609249,BHCKB569,211485
FRY9C,20230131,1234567,1770609249,BHCK3494,848035
FRY9C,20230131,1234567,1770609249,BHCKK152,15387
FRY9C,20230131,1234567,1770609249,BHCK2148,570441
FRY9C,20230131,1234567,1770609249,BHCK3433,645175
FRY9C,20230131,1234567,1770609249,BHCKHJ83,170085
FRY9C,20230131,1234567,1770609249,BHCKS521,460620
FRY9C,20230131,1234567,1770609249,BHCKM713,284128
FRY9C,20230131,1234567,1770609249,BHCKB747,486077
FRY9C,20230131,1234567,1770609249,BHCKG637,281511
FRY9C,20230131,1234567,1770609249,BHCKS544,830179
FRY9C,20230131,1234567,1770609249,BHCBHK29,843432
FRY9C,20230131,1234567,1770609249,BHCKB995,413595
FRY9C,20230131,1234567,1770609249,BHCKC989,829590
FRY9C,20230131,1234567,1770609249,BHCKS467,520117
FRY9C,20230131,1234567,1770609249,BHTXF658,385255
FRY9C,20230131,1234567,1770609249,BHCKC246,798787
FRY9C,20230131,1234567,1770609249,BHCKG535,941702
FRY9C,20230131,1234567,1770609249,BHCT1773,335322
FRY9C,20230131,1234567,1770609249,BHCKB737,312971
FRY9C,20230131,1234567,1770609249,BHCKM709,293774
FRY9C,20230131,1234567,1770609249,BHCAKX80,300864
FRY9C,20230131,1234567,1770609249,BHCKB522,573270
FRY9C,20230131,1234567,1770609249,BHCKB028,161188
FRY9C,20230131,1234567,1770609249,BHCKC079,25151
FRY9C,20230131,1234567,1770609249,BHCKG558,594584
FRY9C,20230131,1234567,1770609249,BHCK3434,392070
FRY9C,20230131,1234567,1770609249,BHCK8403,606204
FRY9C,20230131,1234567,1770609249,BHCKC027,657722
FRY9C,20230131,1234567,1770609249,TEXTB050,54775
FRY9C,20230131,1234567,1770609249,BHCK4435,1967
FRY9C,20230131,1234567,1770609249,BHCKS600,838648
FRY9C,20230131,1234567,1770609249,BHCKG618,674650
FRY9C,20230131,1234567,1770609249,BHCKFT44,445025
FRY9C,20230131,1234567,1770609249,BHCK4020,658832
FRY9C,20230131,1234567,1770609249,BHCKK142,770039
FRY9C,20230131,1234567,1770609249,BHCKF188,974788
FRY9C,20230131,1234567,1770609249,BHCKD985,848923
FRY9C,20230131,1234567,1770609249,BHCKK206,449489
FRY9C,20230131,1234567,1770609249,BHCKD970,95151
FRY9C,20230131,1234567,1770609249,TEXTB039,755363
FRY9C,20230131,1234567,1770609249,BHCKM721,20871
FRY9C,20230131,1234567,1770609249,BHCKFT31,741599
